page	item	no	class	entry	tone	length	syllabary	translation-1	translation-2	translation-3	translation-4
8	4	63-3	verb	udelv?i	1.3.23	----	ᎤᏕᎸᎢ	0	0	0	0
8	4	63-4	verb	adeho?i	1.3.3	----	ᎠᏕᎰᎢ	0	0	0	0
8	4	63-5	verb	hidisi	2.1	---	ᎯᏗᏏ	0	0	0	0
8	4	63-6	verb	udehdi	2.3	---	ᎤᏕᏗ	0	0	0	0
8	5	64-1	verb	adehlohgwa?a	1.2.2.3	---.-	ᎠᏕᏠᏆᎠ	he's learning, he's learning it	0	0	0
8	5	64-2	verb	gadelohgwa?a	2.1.2.3	.--.-	ᎦᏕᎶᏆᎠ	0	0	0	0
8	5	64-3	verb	udehlohgwa?v?i	1.2.2.3.23	---.--	ᎤᏕᏠᏆᎥᎢ	0	0	0	0
8	5	64-4	verb	adehlohgwasgo?i	1.2.2.32.3	------	ᎠᏕᏠᏆᏍᎪᎢ	0	0	0	0
8	5	64-5	verb	hadehlohgwa	2.2.2	.---	ᎭᏕᏠᏆ	0	0	0	0
8	5	64-6	verb	udehlohgwasdi	2.2.2.1	-----	ᎤᏕᏠᏆᏍᏗ	0	0	0	0
8	6	65-1	verb	adehohisdiha	1.2.23.3.2	---..-	ᎠᏕᎰᎯᏍᏗᎭ	he's embarrassing him	0	0	0
8	6	65-2	verb	jiyade?ohisdiha	2.2.2.23.3.2	-.--..-	ᏥᏯᏕᎣᎯᏍᏗᎭ	0	0	0	0
8	6	65-3	verb	udehohistanv?i	1.2.23.3.2.23	---..--	ᎤᏕᎰᎯᏍᏔᏅᎢ	0	0	0	0
8	6	65-4	verb	adehohisdisgo?i	1.2.23.3.2.3	---.---	ᎠᏕᎰᎯᏍᏗᏍᎪᎢ	0	0	0	0
8	6	65-5	verb	hiyade?ohisda	2.2.2.2.2	-..-.-	ᎯᏯᏕᎣᎯᏍᏓ	0	0	0	0
8	6	65-6	verb	udehohisdohdi	2.2.23.3.2	---.--	ᎤᏕᎰᎯᏍᏙᏗ	0	0	0	0
8	7	66-1	verb	adehosga	1.2.23	----	ᎠᏕᎰᏍᎦ	he's embarrassed	0	0	0
8	7	66-2	verb	gade?osga	2.2.23	..--	ᎦᏕᎣᏍᎦ	0	0	0	0
8	7	66-3	verb	udehosv?i	1.2.23.3	-----	ᎤᏕᎰᏒᎢ	0	0	0	0
8	7	66-4	verb	adehosgo?i	1.2.23.3	---.-	ᎠᏕᎰᏍᎪᎢ	0	0	0	0
8	7	66-5	verb	hadehohi	2.2.23	.---	ᎭᏕᎰᎯ	0	0	0	0
8	7	66-6	verb	udehohisdi	2.2.23.3	---.-	ᎤᏕᎰᎯᏍᏗ	0	0	0	0
9	1	67-1	verb	adehvsga	1.2.3	--.-	ᎠᏕᎲᏍᎦ	he's being born	0	0	0
9	1	67-2	verb	gade?vsga	2.2.3	..--	ᎦᏕᎥᏍᎦ	0	0	0	0
9	1	67-3	verb	udehnv?i	1.2.23	----	ᎤᏕᏅᎢ	0	0	0	0
9	1	67-4	verb	adehvsgo?i	1.2.2.3	--.--	ᎠᏕᎲᏍᎪᎢ	0	0	0	0
9	1	67-5	verb	hadehvga	2.2.1	----	ᎭᏕᎲᎦ	0	0	0	0
9	1	67-6	verb	udehdi	2.2	---	ᎤᏕᏗ	0	0	0	0
9	2	68-1	noun	adela	2.23	.--	ᎠᏕᎳ	money	0	0	0
9	3	69-1	noun	adeldiyhdi?i	2.23.2.4	.----	ᎠᏕᎳᏗᏗᎢ	bank	0	0	0
9	3	69-2	noun	adeljuniyhdi?i	2.23.2.2.4	.-----	ᎠᏕᎳᏧᏂᏗᎢ	0	0	0	0
9	4	70-1	noun	adeljuhlv?i	2.23.23.4	.----	ᎠᏕᎳᏧᏢᎢ	California	0	0	0
9	5	71-1	verb	adelohosga	1.2.2.2	--.--	ᎠᏕᎶᎰᏍᎦ	he's finding it out	0	0	0
9	5	71-2	verb	gadelo?osga	2.2.2.2	.-.--	ᎦᏕᎶᎣᏍᎦ	0	0	0	0
9	5	71-3	verb	udelohosv?i	1.2.2.2.23	--.---	ᎤᏕᎶᎰᏒᎢ	0	0	0	0
9	5	71-4	verb	adelohosgo?i	1.2.2.2.3	--.---	ᎠᏕᎶᎰᏍᎪᎢ	0	0	0	0
9	5	71-5	verb	hadelohohi	2.2.2.23	.-.--	ᎭᏕᎶᎰᎯ	0	0	0	0
9	5	71-6	verb	udelohohisdi	2.2.2.2.3	--.-.-	ᎤᏕᎶᎰᎯᏍᏗ	0	0	0	0
9	6	72-1	noun	adelv?i	3.2.4	.---	ᎠᏕᎸᎢ	dollars	0	0	0
9	7	73-1	verb	adetvsga	1.2.3	--.-	ᎠᏕᏛᏍᎦ	he's diving	0	0	0
9	7	73-2	verb	gadedvsga	2.1.3	.-.-	ᎦᏕᏛᏍᎦ	0	0	0	0
9	7	73-3	verb	udetinv?i	1.2.3.3	--.--	ᎤᏕᏘᏅᎢ	0	0	0	0
9	7	73-4	verb	adetvsgo?i	1.2.3.3	--..-	ᎠᏕᏛᏍᎪᎢ	0	0	0	0
9	7	73-5	verb	hadetvga	2.2.1	.---	ᎭᏕᏛᎦ	0	0	0	0
9	7	73-6	verb	udetdi	2.2	---	ᎤᏕᏘᏗ	0	0	0	0
9	8	74-1	verb	adeyoha	1.3.2	--.-	ᎠᏕᏲᎭ	he's going around a curve	he's turning off the road 	he's circling it	he's circling it
9	8	74-2	verb	gadeyoha	2.3.2	--.-	ᎦᏕᏲᎭ	0	0	0	0
9	8	74-3	verb	udeyolv?i	1.23.32.23	-----	ᎤᏕᏲᎸᎢ	0	0	0	0
9	8	74-4	verb	adeyoho?i	1.3.2.3	--.--	ᎠᏕᏲᎰᎢ	0	0	0	0
9	8	74-5	verb	hadeyaga	2.2.2	--.-	ᎭᏕᏯᎦ	0	0	0	0
9	8	74-6	verb	udeysdi	2.23	---	ᎤᏕᏯᏍᏗ	0	0	0	0
9	9	75-1	noun	adeyohv?i	1.3.2.4	--.--	ᎠᏕᏲᎲᎢ	curve	0	0	0
9	9	75-2	noun	dadeyohv?i	1.3.2.4	--.--	ᏓᏕᏲᎲᎢ	0	0	0	0
10	1	76-1	verb	adi?a	1.3	-.-	ᎠᏗᎠ	he's laying a long object down	0	0	0
10	1	76-2	verb	jidi?a	2.3	..-	ᏥᏗᎠ	0	0	0	0
10	1	76-3	verb	udv?i	1.23	---	ᎤᏛᎢ	0	0	0	0
10	1	76-4	verb	adisgo?i	1.32.3	----	ᎠᏗᏍᎪᎢ	0	0	0	0
10	1	76-5	verb	hida	2	.-	ᎯᏓ	0	0	0	0
10	1	76-6	verb	udisdi	2.1	---	ᎤᏗᏍᏗ	0	0	0	0
10	2	77-1	verb	adidiha	1.2.3	--.-	ᎠᏗᏗᎭ	he's rising from a prone position	0	0	0
10	2	77-2	verb	gadidi?a	2.2.3	.---	ᎦᏗᏗᎠ	0	0	0	0
10	2	77-3	verb	udidvhv?i	1.2.2.23	-----	ᎤᏗᏛᎲᎢ	0	0	0	0
10	2	77-4	verb	adidisgo?i	1.2.23.3	---.-	ᎠᏗᏗᏍᎪᎢ	0	0	0	0
10	2	77-5	verb	hadida	2.23	.--	ᎭᏗᏓ	0	0	0	0
10	2	77-6	verb	uditdi	2.2	---	ᎤᏗᏘᏗ	0	0	0	0
10	3	78-1	verb	adigaleya?a	1.2.2.23.3	--.-.-	ᎠᏗᎦᎴᏯᎠ	he's scattering it	0	0	0
10	3	78-2	verb	gadigaleya?a	2.2.2.23.3	.-.-.-	ᎦᏗᎦᎴᏯᎠ	0	0	0	0
10	3	78-3	verb	udigaleyv?i	1.2.2.3.23	--.---	ᎤᏗᎦᎴᏴᎢ	0	0	0	0
10	3	78-4	verb	adigaleyasgo?i	1.2.2.23.32.3	--.----	ᎠᏗᎦᎴᏯᏍᎪᎢ	0	0	0	0
10	3	78-5	verb	hadigaleya	2.2.2.23	.-.--	ᎭᏗᎦᎴᏯ	0	0	0	0
10	3	78-6	verb	udigaleyasdi	2.2.2.23.32	--.---	ᎤᏗᎦᎴᏯᏍᏗ	0	0	0	0
10	4	79-1	verb	adigaleyoga	1.2.2.23.32	--.---	ᎠᏗᎦᎴᏲᎦ	it's scattering	0	0	0
10	4	79-2	verb	udigaleyojv?i	1.2.2.23.32.23	--.----	ᎤᏗᎦᎴᏲᏨᎢ	0	0	0	0
10	4	79-3	verb	adigaleyogo?i	1.2.2.23.32.3	--.----	ᎠᏗᎦᎴᏲᎪᎢ	0	0	0	0
10	4	79-4	verb	udigaleyoysdi	2.2.2.23.32	--.---	ᎤᏗᎦᎴᏲᎢᏍᏗ	0	0	0	0
10	5	80-1	verb	adigwalvdeyoha	1.3.2.2.3.2	--.--.-	ᎠᏗᏆᎸᏕᏲᎭ	he, it's spinning, rotating	0	0	0
10	5	80-2	verb	gadigwalvdeyoha	2.3.2.2.3.2	--.--.-	ᎦᏗᏆᎸᏕᏲᎭ	0	0	0	0
10	5	80-3	verb	udigwalvdeyolv?i	1.3.2.2.23.32.23	--.-----	ᎤᏗᏆᎸᏕᏲᎸᎢ	0	0	0	0
10	5	80-4	verb	adigwalvdeyoho?i	1.3.2.2.3.2.3	--.--.--	ᎠᏗᏆᎸᏕᏲᎰᎢ	0	0	0	0
10	5	80-5	verb	hadigwalvdeyaga	2.1.2.2.2.2	--.--.-	ᎭᏗᏆᎸᏕᏯᎦ	0	0	0	0
10	5	80-6	verb	udigwalvdeysdi	2.1.2.2.23	--.---	ᎤᏗᏆᎸᏕᏍᏗ	0	0	0	0
10	6	81-1	verb	adiha	1.2	-.-	ᎠᏗᎭ	he's saying it	0	0	0
10	6	81-2	verb	gadi?a	2.3	.--	ᎦᏗᎠ	0	0	0	0
10	6	81-3	verb	udvhnv?i	1.2.23	----	ᎤᏛᏅᎢ	0	0	0	0
10	6	81-4	verb	adisgo?i	1.23.3	--.-	ᎠᏗᏍᎪᎢ	0	0	0	0
10	6	81-5	verb	hada	2	.-	ᎭᏓ	0	0	0	0
10	6	81-6	verb	utdi	2	--	ᎤᏘᏗ	0	0	0	0
10	7	82-1	verb	adinvdiha	1.23.32.2	---.-	ᎠᏗᏅᏗᎭ	he's running over him, it	0	0	0
10	7	82-2	verb	jiyadinvdiha	2.2.23.32.2	-.--.-	ᏥᏯᏗᏅᏗᎭ	0	0	0	0
10	7	82-3	verb	gadinvdiha	2.23.32.2	.--.-	ᎦᏗᏅᏗᎭ	0	0	0	0
10	7	82-4	verb	udinvtanv?i	1.23.32.2.23	---.--	ᎤᏗᏅᏔᏅᎢ	0	0	0	0
10	7	82-5	verb	adinvdisgo?i	1.23.32.2.3	------	ᎠᏗᏅᏗᏍᎪᎢ	0	0	0	0
10	7	82-6	verb	hiyadinvda	2.2.2.1	-.---	ᎯᏯᏗᏅᏓ	0	0	0	0
10	7	82-7	verb	hadinvda	2.2.1	.---	ᎭᏗᏅᏓ	0	0	0	0
10	7	82-8	verb	udinvdohdi	2.23.32.2	-----	ᎤᏗᏅᏙᏗ	0	0	0	0
11	1	83-1	verb	adisgahlvsga	1.2.2.3	--..-	ᎠᏗᏍᎦᏢᏍᎦ	he's hiding	0	0	0
11	1	83-2	verb	gadisgahlvsga	2.1.2.3	.-..-	ᎦᏗᏍᎦᏢᏍᎦ	0	0	0	0
11	1	83-3	verb	udisgahlanv?i	1.2.2.3.3	--..--	ᎤᏗᏍᎦᏝᏅᎢ	0	0	0	0
11	1	83-4	verb	adisgahlvsgo?i	1.2.2.2.3	--...-	ᎠᏗᏍᎦᏢᏍᎪᎢ	0	0	0	0
11	1	83-5	verb	hadisgahlvga	2.2.2.1	.-.--	ᎭᏗᏍᎦᏢᎦ	0	0	0	0
11	1	83-6	verb	udisgahldi	2.2.2	----	ᎤᏗᏍᎦᏟᏗ	0	0	0	0
11	2	84-1	verb	adisiya?a	32.2.3	---.-	ᎠᏗᏏᏯᎠ	he's leaving a long object behind	0	0	0
11	2	84-2	verb	jidisiya?a	2.32.2.3	.--.-	ᏥᏗᏏᏯᎠ	0	0	0	0
11	2	84-3	verb	udisiyv?i	1.32.2.23	-----	ᎤᏗᏏᏴᎢ	0	0	0	0
11	2	84-4	verb	adisiyasgo?i	1.32.2.32.3	------	ᎠᏗᏏᏯᏍᎪᎢ	0	0	0	0
11	2	84-5	verb	hidisiya	2.1.23	.---	ᎯᏗᏏᏯ	0	0	0	0
11	2	84-6	verb	udisiyasdi	2.1.23.32	-----	ᎤᏗᏏᏯᏍᏗ	0	0	0	0
11	3	85-1	noun	aditasdi	2.23.2	.-.-	ᎠᏗᏔᏍᏗ	something to drink	0	0	0
11	3	85-2	noun	diditasdi	2.23.2	--.-	ᏗᏗᏔᏍᏗ	0	0	0	0
11	4	86-1	verb	aditasga	1.2.3	--.-	ᎠᏗᏔᏍᎦ	he's drinking it	0	0	0
11	4	86-2	verb	gaditasga	2.1.3	.-.-	ᎦᏗᏔᏍᎦ	0	0	0	0
11	4	86-3	verb	uditahv?i	1.2.2.23	--.--	ᎤᏗᏔᎲᎢ	0	0	0	0
11	4	86-4	verb	aditasgo?i	1.2.2.3	--.--	ᎠᏗᏔᏍᎪᎢ	0	0	0	0
11	4	86-5	verb	hadita	2.23	.--	ᎭᏗᏔ	0	0	0	0
11	4	86-6	verb	uditasdi	2.2.2	--.-	ᎤᏗᏔᏍᏗ	0	0	0	0
11	5	87-1	noun	aditohdi	2.2.3	.---	ᎠᏗᏙᏗ	spoon	0	0	0
11	5	87-2	noun	diditohdi	2.2.3	----	ᏗᏗᏙᏗ	0	0	0	0
11	6	88-1	noun	adla	2	--	ᎠᏜ	rubber	chewing gum	0	0
11	7	89-1	verb	adlagosga	1.2.23	-.--	ᎠᏜᎪᏍᎦ	he's scratching	0	0	0
11	7	89-2	verb	gadlagosga	2.2.3	..--	ᎦᏜᎪᏍᎦ	0	0	0	0
11	7	89-3	verb	udlagosv?i	1.2.23.3	-.---	ᎤᏜᎪᏒᎢ	0	0	0	0
11	7	89-4	verb	adlagosgo?i	1.2.23.3	-.-.-	ᎠᏜᎪᏍᎪᎢ	0	0	0	0
11	7	89-5	verb	hadlagola	2.2.23	..--	ᎭᏜᎪᎳ	0	0	0	0
11	7	89-6	verb	udlagosdi	2.2.23	-.--	ᎤᏜᎪᏍᏗ	0	0	0	0
11	8	90-1	noun	adlawa?dv?i	1.23.3.4	--.--	ᎠᏜᏩᏛᎢ	pocket	0	0	0
11	8	90-2	noun	dadlawa?dv?i	1.23.3.4	--.--	ᏓᏜᏩᏛᎢ	0	0	0	0
11	9	91-1	verb	adle?a	1.3	---	ᎠᏞᎠ	he's turning off the road	0	0	0
11	9	91-2	verb	gadle?a	2.3	.--	ᎦᏞᎠ	0	0	0	0
11	9	91-3	verb	udlesv?i	1.3.23	----	ᎤᏞᏒᎢ	0	0	0	0
11	9	91-4	verb	adlesgo?i	1.3.3	----	ᎠᏞᏍᎪᎢ	0	0	0	0
11	9	91-5	verb	hadlagi	2.2	..-	ᎭᏜᎩ	0	0	0	0
11	9	91-6	verb	udlesdi	2.1	---	ᎤᏞᏍᏗ	0	0	0	0
12	1	92-1	verb	adlecheha	1.3.2	--.-	ᎠᏞᏤᎭ	he's taking revenge against him	0	0	0
12	1	92-2	verb	jiyadlecheha	2.2.3.2	-.-.-	ᏥᏯᏞᏤᎭ	0	0	0	0
12	1	92-3	verb	udlechelv?i	1.3.2.23	-----	ᎤᏞᏤᎸᎢ	0	0	0	0
12	1	92-4	verb	adlecheho?i	1.3.2.3	--.--	ᎠᏞᏤᎰᎢ	0	0	0	0
12	1	92-5	verb	hiyadlechisi	2.2.1.2	-.-.-	ᎯᏯᏞᏥᏏ	0	0	0	0
12	1	92-6	verb	udlechehdi	2.1.3	----	ᎤᏞᏤᏗ	0	0	0	0
12	2	93-1	noun	adle?isdi	2.1.3	.-.-	ᎠᏞᎢᏍᏗ	revenge	0	0	0
12	3	94-1	noun	adlesado	2.1.2	.-.-	ᎠᏞᏌᏙ	apron	0	0	0
12	3	94-2	noun	didlesado	2.1.2	--.-	ᏗᏞᏌᏙ	0	0	0	0
12	4	95-1	noun	adlesgv?i	1.3.4	----	ᎠᏞᏍᎬᎢ	turn-off	0	0	0
12	4	95-2	noun	dadlesgv?i	1.3.4	----	ᏓᏞᏍᎬᎢ	0	0	0	0
12	5	96-1	verb	adli?a	1.3	-.-	ᎠᏟᎠ	he's pouring liquid into a container	0	0	0
12	5	96-2	verb	jidli?a	2.3	..-	ᏥᏟᎠ	0	0	0	0
12	5	96-3	verb	udlv?i	1.23	---	ᎤᏢᎢ	0	0	0	0
12	5	96-4	verb	adlisgo?i	1.32.3	----	ᎠᏟᏍᎪᎢ	0	0	0	0
12	5	96-5	verb	hidliga	2.1	.--	ᎯᏟᎦ	0	0	0	0
12	5	96-6	verb	udlisdi	2.1	---	ᎤᏟᏍᏗ	0	0	0	0
12	6	97-1	noun	adli?ado	2.2.2	...-	ᎠᏟᎠᏙ	earring	0	0	0
12	6	97-2	noun	didli?ado	2.2.2	-..-	ᏗᏟᎠᏙ	0	0	0	0
12	7	98-1	verb	adliga	1.32	---	ᎠᏟᎦ	it's pouring into a container (liquid)	it's filling	0	0
12	7	98-2	verb	udlijv?i	1.32.23	----	ᎤᏟᏨᎢ	0	0	0	0
12	7	98-3	verb	adligo?i	1.32.3	----	ᎠᏟᎪᎢ	0	0	0	0
12	7	98-4	verb	udliysdi	2.1	---	ᎤᏟᎢᏍᏗ	0	0	0	0
12	8	99-1	verb	adliha	1.23	---	ᎠᏟᎭ	he's drawing a liquid out of a container	0	0	0
12	8	99-2	verb	jidli?a	2.3	..-	ᏥᏟᎠ	0	0	0	0
12	8	99-3	verb	udlvhv?i	1.2.23	----	ᎤᏢᎲᎢ	0	0	0	0
12	8	99-4	verb	adlisgo?i	1.23.3	--.-	ᎠᏟᏍᎪᎢ	0	0	0	0
12	8	99-5	verb	hidla	2	.-	ᎯᏜ	0	0	0	0
12	8	99-6	verb	udlvhdi	2.2	---	ᎤᏢᏗ	0	0	0	0
13	1	100-1	verb	adlisdiha	1.32.2	--.-	ᎠᏟᏍᏗᎭ	he's pouring a liquid into a container	0	0	0
13	1	100-2	verb	jidlisdiha	2.32.2	.-.-	ᏥᏟᏍᏗᎭ	0	0	0	0
13	1	100-3	verb	udlistanv?i	1.32.2.23	--.--	ᎤᏟᏍᏔᏅᎢ	0	0	0	0
13	1	100-4	verb	adlisdisgo?i	1.32.2.3	-----	ᎠᏟᏍᏗᏍᎪᎢ	0	0	0	0
13	1	100-5	verb	hidlisda	2.1	.--	ᎯᏟᏍᏓ	0	0	0	0
13	1	100-6	verb	udlisdohdi	2.1.2	----	ᎤᏟᏍᏙᏗ	0	0	0	0
13	2	101-1	noun	adlisdohdi	3.1.2	.---	ᎠᏟᏍᏙᏗ	container (for liquid)	0	0	0
13	2	101-2	noun	didlisdohdi	23.1.2	----	ᏗᏟᏍᏙᏗ	0	0	0	0
13	3	102-1	verb	adlohyiha	1.2.3	--.-	ᎠᏠᏱᎭ	he's crying	0	0	0
13	3	102-2	verb	gadloyiha	2.1.3	.-.-	ᎦᏠᏱᎭ	0	0	0	0
13	3	102-3	verb	udlohyilv?i	1.2.2.23	--.--	ᎤᏠᏱᎸᎢ	0	0	0	0
13	3	102-4	verb	adlohyiho?i	1.2.3.3	--..-	ᎠᏠᏱᎰᎢ	0	0	0	0
13	3	102-5	verb	hadloyhga	2.2	.--	ᎭᏠᏱᎦ	0	0	0	0
13	3	102-6	verb	udloysdi	2.2	---	ᎤᏠᏱᏍᏗ	0	0	0	0
13	4	103-1	verb	adloysga	1.3	---	ᎠᏠᎢᏍᎦ	he's getting off	0	0	0
13	4	103-2	verb	gadloysga	2.3	.--	ᎦᏠᎢᏍᎦ	0	0	0	0
13	4	103-3	verb	udloysv?i	1.3.23	----	ᎤᏠᎢᏒᎢ	0	0	0	0
13	4	103-4	verb	adloysgo?i	1.3.3	----	ᎠᏠᎢᏍᎪᎢ	0	0	0	0
13	4	103-5	verb	hadlohi	2.1	.--	ᎭᏠᎯ	0	0	0	0
13	4	103-6	verb	udlohisdi	2.1.3	--.-	ᎤᏠᎯᏍᏗ	0	0	0	0
13	5	104-1	verb	adlvkwsga	1.23	---	ᎠᏢᏈᏍᎦ	he's bragging	0	0	0
13	5	104-2	verb	gadlvgwasga	2.23.32	.---	ᎦᏢᏆᏍᎦ	0	0	0	0
13	5	104-3	verb	udlvkwsv?i	1.23.23	----	ᎤᏢᏆᏒᎢ	0	0	0	0
13	5	104-4	verb	adlvkwsgo?i	1.23.3	--.-	ᎠᏢᏈᏍᎪᎢ	0	0	0	0
13	5	104-5	verb	hadlvkwa	2.23	.--	ᎭᏢᏆ	0	0	0	0
13	5	104-6	verb	udlvkwisdi	2.23.3	--.-	ᎤᏢᏈᏍᏗ	0	0	0	0
13	6	105-1	verb	adlvtasga	1.2.3	--.-	ᎠᏢᏔᏍᎦ	he's catching up with him, it	0	0	0
13	6	105-2	verb	jiyadlvtasga	2.2.1.3	-.-.-	ᏥᏍᏢᏔᏍᎦ	0	0	0	0
13	6	105-3	verb	gadlvtasga	2.1.3	.-.-	ᎦᏢᏔᏍᎦ	0	0	0	0
13	6	105-4	verb	udlvtahv?i	1.2.2.23	--.--	ᎤᏢᏔᎲᎢ	0	0	0	0
13	6	105-5	verb	adlvtasgo?i	1.2.2.3	--.--	ᎠᏢᏔᏍᎪᎢ	0	0	0	0
13	6	105-6	verb	hiyadlvta	2.2.1	-.--	ᎯᏯᏢᏔ	0	0	0	0
13	6	105-7	verb	hadlvta	2.23	.--	ᎭᏢᏔ	0	0	0	0
13	6	105-8	verb	udlvtasdi	2.2.2	--.-	ᎤᏢᏔᏍᏗ	0	0	0	0
13	7	106-1	noun	adolanvsdi	2.2.2.3	.-.--	ᎠᏙᎳᏅᏍᏗ	walking cane	0	0	0
13	7	106-2	noun	didolanvsdi	2.2.2.3	--.--	ᏗᏙᎳᏅᏍᏗ	0	0	0	0
14	1	107-1	noun	adonisgi	2.23.4	----	ᎠᏙᏂᏍᎩ	sorcerer	0	0	0
14	1	107-2	noun	dinadonisgi	2.2.23.4	-----	ᏗᎾᏙᏂᏍᎩ	0	0	0	0
14	2	108-1	noun	adudalesdi	2.2.2.4	.-.--	ᎠᏚᏓᎴᏍᏗ	freedom	0	0	0
14	3	109-1	noun	Advji	2.2	..-	ᎠᏛᏥ	Dutch	German	0	0
14	3	109-2	noun	Anidvji	2.2.2	.-.-	ᎠᏂᏛᏥ	0	0	0	0
14	4	110-1	verb	advneha	1.3.2	--.-	ᎠᏛᏁᎭ	he's doing it	0	0	0
14	4	110-2	verb	gadvneha	2.3.2	.-.-	ᎦᏛᏁᎭ	0	0	0	0
14	4	110-3	verb	udvnelv?i	1.3.2.23	-----	ᎤᏛᏁᎸᎢ	0	0	0	0
14	4	110-4	verb	advneho?i	1.3.2.3	-----	ᎠᏛᏁᎰᎢ	0	0	0	0
14	4	110-5	verb	hadvga	2.1	.--	ᎭᏛᎦ	0	0	0	0
14	4	110-6	verb	udvnhdi	2.1	---	ᎤᏛᏁᏗ	0	0	0	0
14	5	111-1	verb	advneliha	1.3.2.3	-----	ᎠᏛᏁᎵᎭ	he's acting silly	0	0	0
14	5	111-2	verb	gadvneliha	2.3.2.3	.--.-	ᎦᏛᏁᎵᎭ	0	0	0	0
14	5	111-3	verb	udvnelvhnv?i	1.3.2.2.23	------	ᎤᏛᏁᎸᏅᎢ	0	0	0	0
14	5	111-4	verb	advnelisgo?i	1.3.2.23.3	----.-	ᎠᏛᏁᎵᏍᎪᎢ	0	0	0	0
14	5	111-5	verb	hadvnela	2.1.23	.---	ᎭᏛᏁᎳ	0	0	0	0
14	5	111-6	verb	udvnehldi	2.1.23	----	ᎤᏛᏁᏟᏗ	0	0	0	0
14	6	112-1	noun	advnelisgi	2.1.23.4	.----	ᎠᏛᏁᎵᏍᎩ	actor	0	0	0
14	6	112-2	noun	anadvnelisgi	2.2.1.23.4	..----	ᎠᎾᏛᏁᎵᏍᎩ	0	0	0	0
14	7	113-1	verb	advnv?isdiha	1.2.3.2.3	---..-	ᎠᏛᏅᎢᏍᏗᎭ	he's preparing it	he's getting read	0	0
14	7	113-2	verb	gadvnv?isdiha	2.2.3.2.3	.--..-	ᎦᏛᏅᎢᏍᏗᎭ	0	0	0	0
14	7	113-3	verb	udvnv?istanv?i	1.2.3.2.3.3	---..--	ᎤᏛᏅᎢᏍᏔᏅᎢ	0	0	0	0
14	7	113-4	verb	advnv?isdisgo?i	1.2.3.2.23.3	---.-.-	ᎠᏛᏅᎢᏍᏗᏍᎪᎢ	0	0	0	0
14	7	113-5	verb	hadvnv?isda	2.2.2.2	.-..-	ᎭᏛᏅᎢᏍᏓ	0	0	0	0
14	7	113-6	verb	udvnv?isdohdi	2.2.2.2.3	--..--	ᎤᏛᏅᎢᏍᏙᏗ	0	0	0	0
14	8	114-1	adjective	agadaha?i	2.2.2.4	.----	ᎠᎦᏓᎭᎢ	dirty (animate)	0	0	0
14	8	114-2	adjective	anigadaha?i	2.2.2.2.4	.-----	ᎠᏂᎦᏓᎭᎢ	0	0	0	0
14	9	115-1	adjective	agahliyi	2.2.4	..--	ᎠᎦᏟᏱ	eager	0	0	0
14	9	115-2	adjective	anigahliyi	2.2.2.4	.-.--	ᎠᏂᎦᏟᏱ	0	0	0	0
14	10	116-1	verb	agaliha	1.3.2	--.-	ᎠᎦᎵᎭ	it's (sun or moon) shining	0	0	0
14	10	116-2	verb	ugalisv?i	1.3.2.23	-----	ᎤᎦᎵᏒᎢ	0	0	0	0
14	10	116-3	verb	agalisgo?i	1.3.2.3	-----	ᎠᎦᎵᏍᎪᎢ	0	0	0	0
14	10	116-4	verb	ugalihisdi	2.2.23.3	---.-	ᎤᎦᎵᎯᏍᏗ	0	0	0	0
15	1	117-1	verb	agalsga	1.32	---	ᎠᎦᎳᏍᎦ	he's breaking a flexible object	he's cutting a flexible object	0	0
15	1	117-2	verb	jigalsga	2.32	.--	ᏥᎦᎳᏍᎦ	0	0	0	0
15	1	117-3	verb	ugalsv?i	1.32.23	----	ᎤᎦᎳᏒᎢ	0	0	0	0
15	1	117-4	verb	agalsgo?i	1.32.3	----	ᎠᎦᎳᏍᎪᎢ	0	0	0	0
15	1	117-5	verb	higa?la	2.2	..-	ᎯᎦᎳ	0	0	0	0
15	1	117-6	verb	ugalsdi	2.1	---	ᎤᎦᎳᏍᏗ	0	0	0	0
15	2	118-1	noun	agaluga	2.2.23	-.--	ᎠᎦᎷᎦ	twister	0	0	0
15	3	119-1	verb	aganadi?a	1.2.23.3	-.-.-	ᎠᎦᎾᏗᎠ	he's licking it	0	0	0
15	3	119-2	verb	jiganadi?a	2.2.23.3	..-.-	ᏥᎦᎾᏗᎠ	0	0	0	0
15	3	119-3	verb	uganadv?i	1.2.3.23	-.---	ᎤᎦᎾᏛᎢ	0	0	0	0
15	3	119-4	verb	aganadisgo?i	1.2.23.32.3	-.----	ᎠᎦᎾᏗᏍᎪᎢ	0	0	0	0
15	3	119-5	verb	higanada	2.2.23	..--	ᎯᎦᎾᏓ	0	0	0	0
15	3	119-6	verb	uganadisdi	2.2.23.32	-.---	ᎤᎦᎾᏗᏍᏗ	0	0	0	0
15	4	120-1	noun	aga?nakti	2.3.2	...-	ᎠᎦᎾᎦᏘ	doctor	0	0	0
15	4	120-2	noun	aniga?nakti	2.2.3.2	.-..-	ᎠᏂᎦᎾᎦᏘ	0	0	0	0
15	5	121-1	verb	aganawhdiha	1.2.2.3	---.-	ᎠᎦᎾᏬᏗᎭ	he's warming it	0	0	0
15	5	121-2	verb	jiganawodiha	2.2.2.1.3	.-.-.-	ᏥᎦᎾᏬᏗᎭ	0	0	0	0
